# 90prime spectral response curves
# compiled by C. W. Engelbracht, March 2009
# filter: SDSS u
# 3 (filter * Q.E.) response curves are listed:
#    blue (chips 1 and 4), broadband (chips 2 and 3),
#    and average [(blue + broadband) / 2)]
# wavelength (nm)        filter    filt.*blue    filt.*broadband       average
            459.0        -0.000        -0.000             -0.000        -0.000
            460.0        -0.000        -0.000             -0.000        -0.000
            461.0        -0.000        -0.000             -0.000        -0.000
            462.0        -0.000        -0.000             -0.000        -0.000
            463.0        -0.000        -0.000             -0.000        -0.000
            464.0        -0.000        -0.000             -0.000        -0.000
            465.0        -0.000        -0.000             -0.000        -0.000
            466.0        -0.000        -0.000             -0.000        -0.000
            467.0        -0.000        -0.000             -0.000        -0.000
            468.0         0.000         0.000              0.000         0.000
            469.0         0.000         0.000              0.000         0.000
            470.0        -0.000        -0.000             -0.000        -0.000
            471.0         0.000         0.000              0.000         0.000
            472.0         0.000         0.000              0.000         0.000
            473.0         0.000         0.000              0.000         0.000
            474.0         0.000         0.000              0.000         0.000
            475.0        -0.000        -0.000             -0.000        -0.000
            476.0        -0.000        -0.000             -0.000        -0.000
            477.0         0.000         0.000              0.000         0.000
            478.0         0.000         0.000              0.000         0.000
            479.0         0.000         0.000              0.000         0.000
            480.0         0.000         0.000              0.000         0.000
            481.0        -0.000        -0.000             -0.000        -0.000
            482.0         0.000         0.000              0.000         0.000
            483.0         0.000         0.000              0.000         0.000
            484.0         0.000         0.000              0.000         0.000
            485.0         0.000         0.000              0.000         0.000
            486.0         0.000         0.000              0.000         0.000
            487.0        -0.000        -0.000             -0.000        -0.000
            488.0        -0.000        -0.000             -0.000        -0.000
            489.0         0.000         0.000              0.000         0.000
            490.0         0.000         0.000              0.000         0.000
            491.0         0.000         0.000              0.000         0.000
            492.0        -0.000        -0.000             -0.000        -0.000
            493.0        -0.000        -0.000             -0.000        -0.000
            494.0         0.000         0.000              0.000         0.000
            495.0         0.000         0.000              0.000         0.000
            496.0         0.000         0.000              0.000         0.000
            497.0        -0.000        -0.000             -0.000        -0.000
            498.0         0.000         0.000              0.000         0.000
            499.0        -0.000        -0.000             -0.000        -0.000
            500.0         0.000         0.000              0.000         0.000
            501.0         0.000         0.000              0.000         0.000
            502.0         0.000         0.000              0.000         0.000
            503.0        -0.000        -0.000             -0.000        -0.000
            504.0         0.000         0.000              0.000         0.000
            505.0         0.000         0.000              0.000         0.000
            506.0         0.000         0.000              0.000         0.000
            507.0        -0.000        -0.000             -0.000        -0.000
            508.0        -0.000        -0.000             -0.000        -0.000
            509.0        -0.000        -0.000             -0.000        -0.000
            510.0        -0.000        -0.000             -0.000        -0.000
            511.0        -0.000        -0.000             -0.000        -0.000
            512.0        -0.000        -0.000             -0.000        -0.000
            513.0        -0.000        -0.000             -0.000        -0.000
            514.0        -0.000        -0.000             -0.000        -0.000
            515.0        -0.000        -0.000             -0.000        -0.000
            516.0        -0.000        -0.000             -0.000        -0.000
            517.0        -0.000        -0.000             -0.000        -0.000
            518.0        -0.000        -0.000             -0.000        -0.000
            519.0        -0.000        -0.000             -0.000        -0.000
            520.0        -0.000        -0.000             -0.000        -0.000
            521.0        -0.000        -0.000             -0.000        -0.000
            522.0        -0.000        -0.000             -0.000        -0.000
            523.0        -0.000        -0.000             -0.000        -0.000
            524.0        -0.000        -0.000             -0.000        -0.000
            525.0        -0.000        -0.000             -0.000        -0.000
            526.0        -0.000        -0.000             -0.000        -0.000
            527.0        -0.000        -0.000             -0.000        -0.000
            528.0        -0.000        -0.000             -0.000        -0.000
            529.0        -0.000        -0.000             -0.000        -0.000
            530.0        -0.000        -0.000             -0.000        -0.000
            531.0        -0.000        -0.000             -0.000        -0.000
            532.0        -0.000        -0.000             -0.000        -0.000
            533.0        -0.000        -0.000             -0.000        -0.000
            534.0        -0.000        -0.000             -0.000        -0.000
            535.0        -0.000        -0.000             -0.000        -0.000
            536.0        -0.000        -0.000             -0.000        -0.000
            537.0        -0.000        -0.000             -0.000        -0.000
            538.0        -0.000        -0.000             -0.000        -0.000
            539.0        -0.000        -0.000             -0.000        -0.000
            540.0        -0.000        -0.000             -0.000        -0.000
            541.0        -0.000        -0.000             -0.000        -0.000
            542.0        -0.000        -0.000             -0.000        -0.000
            543.0        -0.000        -0.000             -0.000        -0.000
            544.0        -0.000        -0.000             -0.000        -0.000
            545.0        -0.000        -0.000             -0.000        -0.000
            546.0        -0.000        -0.000             -0.000        -0.000
            547.0        -0.000        -0.000             -0.000        -0.000
            548.0        -0.000        -0.000             -0.000        -0.000
            549.0        -0.000        -0.000             -0.000        -0.000
            550.0        -0.000        -0.000             -0.000        -0.000
            551.0        -0.000        -0.000             -0.000        -0.000
            552.0        -0.000        -0.000             -0.000        -0.000
            553.0        -0.000        -0.000             -0.000        -0.000
            554.0        -0.000        -0.000             -0.000        -0.000
            555.0        -0.000        -0.000             -0.000        -0.000
            556.0        -0.000        -0.000             -0.000        -0.000
            557.0        -0.000        -0.000             -0.000        -0.000
            558.0        -0.000        -0.000             -0.000        -0.000
            559.0        -0.000        -0.000             -0.000        -0.000
            560.0        -0.000        -0.000             -0.000        -0.000
            561.0        -0.000        -0.000             -0.000        -0.000
            562.0        -0.000        -0.000             -0.000        -0.000
            563.0        -0.000        -0.000             -0.000        -0.000
            564.0        -0.000        -0.000             -0.000        -0.000
            565.0        -0.000        -0.000             -0.000        -0.000
            566.0        -0.000        -0.000             -0.000        -0.000
            567.0        -0.000        -0.000             -0.000        -0.000
            568.0        -0.000        -0.000             -0.000        -0.000
            569.0        -0.000        -0.000             -0.000        -0.000
            570.0        -0.000        -0.000             -0.000        -0.000
            571.0        -0.000        -0.000             -0.000        -0.000
            572.0        -0.000        -0.000             -0.000        -0.000
            573.0        -0.000        -0.000             -0.000        -0.000
            574.0        -0.000        -0.000             -0.000        -0.000
            575.0        -0.000        -0.000             -0.000        -0.000
            576.0        -0.000        -0.000             -0.000        -0.000
            577.0        -0.000        -0.000             -0.000        -0.000
            578.0        -0.000        -0.000             -0.000        -0.000
            579.0        -0.000        -0.000             -0.000        -0.000
            580.0        -0.000        -0.000             -0.000        -0.000
            581.0        -0.000        -0.000             -0.000        -0.000
            582.0        -0.000        -0.000             -0.000        -0.000
            583.0        -0.000        -0.000             -0.000        -0.000
            584.0        -0.000        -0.000             -0.000        -0.000
            585.0        -0.000        -0.000             -0.000        -0.000
            586.0        -0.000        -0.000             -0.000        -0.000
            587.0        -0.000        -0.000             -0.000        -0.000
            588.0        -0.000        -0.000             -0.000        -0.000
            589.0        -0.000        -0.000             -0.000        -0.000
            590.0        -0.000        -0.000             -0.000        -0.000
            591.0        -0.000        -0.000             -0.000        -0.000
            592.0        -0.000        -0.000             -0.000        -0.000
            593.0        -0.000        -0.000             -0.000        -0.000
            594.0        -0.000        -0.000             -0.000        -0.000
            595.0        -0.000        -0.000             -0.000        -0.000
            596.0        -0.000        -0.000             -0.000        -0.000
            597.0        -0.000        -0.000             -0.000        -0.000
            598.0         0.000         0.000              0.000         0.000
            599.0        -0.000        -0.000             -0.000        -0.000
            600.0        -0.000        -0.000             -0.000        -0.000
            601.0        -0.000        -0.000             -0.000        -0.000
            602.0        -0.000        -0.000             -0.000        -0.000
            603.0        -0.000        -0.000             -0.000        -0.000
            604.0        -0.000        -0.000             -0.000        -0.000
            605.0        -0.000        -0.000             -0.000        -0.000
            606.0        -0.000        -0.000             -0.000        -0.000
            607.0        -0.000        -0.000             -0.000        -0.000
            608.0        -0.000        -0.000             -0.000        -0.000
            609.0        -0.000        -0.000             -0.000        -0.000
            610.0        -0.000        -0.000             -0.000        -0.000
            611.0        -0.000        -0.000             -0.000        -0.000
            612.0        -0.000        -0.000             -0.000        -0.000
            613.0        -0.000        -0.000             -0.000        -0.000
            614.0        -0.000        -0.000             -0.000        -0.000
            615.0        -0.000        -0.000             -0.000        -0.000
            616.0        -0.000        -0.000             -0.000        -0.000
            617.0         0.000         0.000              0.000         0.000
            618.0         0.000         0.000              0.000         0.000
            619.0        -0.000        -0.000             -0.000        -0.000
            620.0         0.000         0.000              0.000         0.000
            621.0         0.000         0.000              0.000         0.000
            622.0         0.000         0.000              0.000         0.000
            623.0         0.000         0.000              0.000         0.000
            624.0         0.000         0.000              0.000         0.000
            625.0         0.000         0.000              0.000         0.000
            626.0         0.000         0.000              0.000         0.000
            627.0         0.000         0.000              0.000         0.000
            628.0         0.000         0.000              0.000         0.000
            629.0         0.000         0.000              0.000         0.000
            630.0        -0.000        -0.000             -0.000        -0.000
            631.0         0.000         0.000              0.000         0.000
            632.0        -0.000        -0.000             -0.000        -0.000
            633.0         0.000         0.000              0.000         0.000
            634.0         0.000         0.000              0.000         0.000
            635.0         0.000         0.000              0.000         0.000
            636.0         0.000         0.000              0.000         0.000
            637.0         0.000         0.000              0.000         0.000
            638.0         0.000         0.000              0.000         0.000
            639.0         0.000         0.000              0.000         0.000
            640.0         0.000         0.000              0.000         0.000
            641.0         0.000         0.000              0.000         0.000
            642.0         0.000         0.000              0.000         0.000
            643.0         0.000         0.000              0.000         0.000
            644.0         0.000         0.000              0.000         0.000
            645.0         0.000         0.000              0.000         0.000
            646.0         0.000         0.000              0.000         0.000
            647.0         0.000         0.000              0.000         0.000
            648.0         0.000         0.000              0.000         0.000
            649.0         0.000         0.000              0.000         0.000
            650.0         0.000         0.000              0.000         0.000
            651.0         0.000         0.000              0.000         0.000
            652.0         0.000         0.000              0.000         0.000
            653.0         0.000         0.000              0.000         0.000
            654.0         0.000         0.000              0.000         0.000
            655.0         0.000         0.000              0.000         0.000
            656.0         0.000         0.000              0.000         0.000
            657.0         0.000         0.000              0.000         0.000
            658.0         0.000         0.000              0.000         0.000
            659.0         0.000         0.000              0.000         0.000
            660.0         0.000         0.000              0.000         0.000
            661.0         0.000         0.000              0.000         0.000
            662.0         0.000         0.000              0.000         0.000
            663.0         0.000         0.000              0.000         0.000
            664.0         0.000         0.000              0.000         0.000
            665.0         0.000         0.000              0.000         0.000
            666.0         0.000         0.000              0.000         0.000
            667.0         0.000         0.000              0.000         0.000
            668.0         0.000         0.000              0.000         0.000
            669.0         0.000         0.000              0.000         0.000
            670.0         0.000         0.000              0.000         0.000
            671.0         0.000         0.000              0.000         0.000
            672.0        -0.000        -0.000             -0.000        -0.000
            673.0         0.000         0.000              0.000         0.000
            674.0         0.000         0.000              0.000         0.000
            675.0         0.000         0.000              0.000         0.000
            676.0         0.000         0.000              0.000         0.000
            677.0         0.000         0.000              0.000         0.000
            678.0         0.000         0.000              0.000         0.000
            679.0         0.000         0.000              0.000         0.000
            680.0         0.000         0.000              0.000         0.000
            681.0         0.000         0.000              0.000         0.000
            682.0         0.000         0.000              0.000         0.000
            683.0         0.000         0.000              0.000         0.000
            684.0         0.000         0.000              0.000         0.000
            685.0         0.000         0.000              0.000         0.000
            686.0         0.000         0.000              0.000         0.000
            687.0         0.000         0.000              0.000         0.000
            688.0         0.000         0.000              0.000         0.000
            689.0         0.000         0.000              0.000         0.000
            690.0         0.000         0.000              0.000         0.000
            691.0         0.000         0.000              0.000         0.000
            692.0         0.000         0.000              0.000         0.000
            693.0         0.000         0.000              0.000         0.000
            694.0         0.000         0.000              0.000         0.000
            695.0         0.000         0.000              0.000         0.000
            696.0         0.000         0.000              0.000         0.000
            697.0         0.000         0.000              0.000         0.000
            698.0         0.000         0.000              0.000         0.000
            699.0         0.000         0.000              0.000         0.000
            700.0         0.000         0.000              0.000         0.000
            701.0         0.000         0.000              0.000         0.000
            702.0         0.000         0.000              0.000         0.000
            703.0         0.000         0.000              0.000         0.000
            704.0         0.000         0.000              0.000         0.000
            705.0         0.000         0.000              0.000         0.000
            706.0         0.000         0.000              0.000         0.000
            707.0         0.000         0.000              0.000         0.000
            708.0         0.000         0.000              0.000         0.000
            709.0         0.000         0.000              0.000         0.000
            710.0         0.000         0.000              0.000         0.000
            711.0         0.000         0.000              0.000         0.000
            712.0         0.000         0.000              0.000         0.000
            713.0         0.000         0.000              0.000         0.000
            714.0         0.000         0.000              0.000         0.000
            715.0         0.000         0.000              0.000         0.000
            716.0         0.000         0.000              0.000         0.000
            717.0         0.000         0.000              0.000         0.000
            718.0         0.000         0.000              0.000         0.000
            719.0         0.000         0.000              0.000         0.000
            720.0         0.000         0.000              0.000         0.000
            721.0         0.000         0.000              0.000         0.000
            722.0         0.000         0.000              0.000         0.000
            723.0         0.000         0.000              0.000         0.000
            724.0         0.000         0.000              0.000         0.000
            725.0         0.000         0.000              0.000         0.000
            726.0         0.000         0.000              0.000         0.000
            727.0         0.000         0.000              0.000         0.000
            728.0         0.000         0.000              0.000         0.000
            729.0         0.000         0.000              0.000         0.000
            730.0         0.000         0.000              0.000         0.000
            731.0         0.000         0.000              0.000         0.000
            732.0         0.000         0.000              0.000         0.000
            733.0         0.000         0.000              0.000         0.000
            734.0         0.000         0.000              0.000         0.000
            735.0         0.000         0.000              0.000         0.000
            736.0         0.000         0.000              0.000         0.000
            737.0         0.000         0.000              0.000         0.000
            738.0         0.000         0.000              0.000         0.000
            739.0         0.000         0.000              0.000         0.000
            740.0         0.000         0.000              0.000         0.000
            741.0         0.000         0.000              0.000         0.000
            742.0         0.000         0.000              0.000         0.000
            743.0         0.000         0.000              0.000         0.000
            744.0         0.000         0.000              0.000         0.000
            745.0         0.000         0.000              0.000         0.000
            746.0         0.000         0.000              0.000         0.000
            747.0         0.000         0.000              0.000         0.000
            748.0         0.000         0.000              0.000         0.000
            749.0         0.000         0.000              0.000         0.000
            750.0         0.000         0.000              0.000         0.000
            751.0         0.000         0.000              0.000         0.000
            752.0         0.000         0.000              0.000         0.000
            753.0         0.000         0.000              0.000         0.000
            754.0         0.000         0.000              0.000         0.000
            755.0         0.000         0.000              0.000         0.000
            756.0         0.000         0.000              0.000         0.000
            757.0         0.000         0.000              0.000         0.000
            758.0         0.000         0.000              0.000         0.000
            759.0         0.000         0.000              0.000         0.000
            760.0         0.000         0.000              0.000         0.000
            761.0         0.000         0.000              0.000         0.000
            762.0         0.000         0.000              0.000         0.000
            763.0         0.000         0.000              0.000         0.000
            764.0         0.000         0.000              0.000         0.000
            765.0         0.000         0.000              0.000         0.000
            766.0         0.000         0.000              0.000         0.000
            767.0         0.000         0.000              0.000         0.000
            768.0         0.000         0.000              0.000         0.000
            769.0         0.000         0.000              0.000         0.000
            770.0         0.000         0.000              0.000         0.000
            771.0         0.000         0.000              0.000         0.000
            772.0         0.000         0.000              0.000         0.000
            773.0         0.000         0.000              0.000         0.000
            774.0         0.000         0.000              0.000         0.000
            775.0         0.000         0.000              0.000         0.000
            776.0         0.000         0.000              0.000         0.000
            777.0         0.000         0.000              0.000         0.000
            778.0         0.000         0.000              0.000         0.000
            779.0         0.000         0.000              0.000         0.000
            780.0         0.000         0.000              0.000         0.000
            781.0         0.000         0.000              0.000         0.000
            782.0         0.000         0.000              0.000         0.000
            783.0         0.000         0.000              0.000         0.000
            784.0         0.000         0.000              0.000         0.000
            785.0         0.000         0.000              0.000         0.000
            786.0         0.000         0.000              0.000         0.000
            787.0         0.000         0.000              0.000         0.000
            788.0         0.000         0.000              0.000         0.000
            789.0         0.000         0.000              0.000         0.000
            790.0         0.000         0.000              0.000         0.000
            791.0         0.000         0.000              0.000         0.000
            792.0         0.000         0.000              0.000         0.000
            793.0         0.000         0.000              0.000         0.000
            794.0         0.000         0.000              0.000         0.000
            795.0         0.000         0.000              0.000         0.000
            796.0         0.000         0.000              0.000         0.000
            797.0         0.000         0.000              0.000         0.000
            798.0         0.000         0.000              0.000         0.000
            799.0         0.000         0.000              0.000         0.000
            800.0         0.000         0.000              0.000         0.000
            801.0        -0.000        -0.000             -0.000        -0.000
            802.0         0.000         0.000              0.000         0.000
            803.0         0.000         0.000              0.000         0.000
            804.0         0.000         0.000              0.000         0.000
            805.0        -0.000        -0.000             -0.000        -0.000
            806.0         0.000         0.000              0.000         0.000
            807.0         0.000         0.000              0.000         0.000
            808.0         0.000         0.000              0.000         0.000
            809.0        -0.000        -0.000             -0.000        -0.000
            810.0         0.000         0.000              0.000         0.000
            811.0         0.000         0.000              0.000         0.000
            812.0         0.000         0.000              0.000         0.000
            813.0        -0.000        -0.000             -0.000        -0.000
            814.0        -0.000        -0.000             -0.000        -0.000
            815.0         0.000         0.000              0.000         0.000
            816.0         0.000         0.000              0.000         0.000
            817.0         0.000         0.000              0.000         0.000
            818.0         0.000         0.000              0.000         0.000
            819.0        -0.000        -0.000             -0.000        -0.000
            820.0         0.000         0.000              0.000         0.000
            821.0        -0.000        -0.000             -0.000        -0.000
            822.0         0.000         0.000              0.000         0.000
            823.0         0.000         0.000              0.000         0.000
            824.0         0.000         0.000              0.000         0.000
            825.0         0.000         0.000              0.000         0.000
            826.0         0.000         0.000              0.000         0.000
            827.0         0.000         0.000              0.000         0.000
            828.0         0.000         0.000              0.000         0.000
            829.0         0.000         0.000              0.000         0.000
            830.0        -0.000        -0.000             -0.000        -0.000
            831.0         0.000         0.000              0.000         0.000
            832.0         0.000         0.000              0.000         0.000
            833.0        -0.000        -0.000             -0.000        -0.000
            834.0         0.000         0.000              0.000         0.000
            835.0         0.000         0.000              0.000         0.000
            836.0         0.000         0.000              0.000         0.000
            837.0        -0.000        -0.000             -0.000        -0.000
            838.0         0.000         0.000              0.000         0.000
            839.0         0.000         0.000              0.000         0.000
            840.0         0.000         0.000              0.000         0.000
            841.0        -0.000        -0.000             -0.000        -0.000
            842.0         0.000         0.000              0.000         0.000
            843.0         0.000         0.000              0.000         0.000
            844.0        -0.000        -0.000             -0.000        -0.000
            845.0        -0.000        -0.000             -0.000        -0.000
            846.0         0.000         0.000              0.000         0.000
            847.0        -0.000        -0.000             -0.000        -0.000
            848.0        -0.000        -0.000             -0.000        -0.000
            849.0         0.000         0.000              0.000         0.000
            850.0         0.000         0.000              0.000         0.000
            851.0        -0.000        -0.000             -0.000        -0.000
            852.0         0.000         0.000              0.000         0.000
            853.0        -0.000        -0.000             -0.000        -0.000
            854.0         0.000         0.000              0.000         0.000
            855.0         0.000         0.000              0.000         0.000
            856.0         0.000         0.000              0.000         0.000
            857.0         0.000         0.000              0.000         0.000
            858.0        -0.000        -0.000             -0.000        -0.000
            859.0         0.000         0.000              0.000         0.000
            860.0         0.000         0.000              0.000         0.000
            861.0         0.000         0.000              0.000         0.000
            862.0         0.000         0.000              0.000         0.000
            863.0         0.000         0.000              0.000         0.000
            864.0         0.000         0.000              0.000         0.000
            865.0         0.000         0.000              0.000         0.000
            866.0         0.000         0.000              0.000         0.000
            867.0         0.000         0.000              0.000         0.000
            868.0         0.000         0.000              0.000         0.000
            869.0         0.000         0.000              0.000         0.000
            870.0         0.000         0.000              0.000         0.000
            871.0         0.000         0.000              0.000         0.000
            872.0         0.000         0.000              0.000         0.000
            873.0         0.000         0.000              0.000         0.000
            874.0         0.000         0.000              0.000         0.000
            875.0         0.000         0.000              0.000         0.000
            876.0         0.000         0.000              0.000         0.000
            877.0         0.000         0.000              0.000         0.000
            878.0         0.000         0.000              0.000         0.000
            879.0        -0.000        -0.000             -0.000        -0.000
            880.0         0.000         0.000              0.000         0.000
            881.0         0.000         0.000              0.000         0.000
            882.0        -0.000        -0.000             -0.000        -0.000
            883.0         0.000         0.000              0.000         0.000
            884.0         0.000         0.000              0.000         0.000
            885.0         0.000         0.000              0.000         0.000
            886.0        -0.000        -0.000             -0.000        -0.000
            887.0         0.000         0.000              0.000         0.000
            888.0         0.000         0.000              0.000         0.000
            889.0         0.000         0.000              0.000         0.000
            890.0         0.000         0.000              0.000         0.000
            891.0         0.000         0.000              0.000         0.000
            892.0         0.000         0.000              0.000         0.000
            893.0         0.000         0.000              0.000         0.000
            894.0         0.000         0.000              0.000         0.000
            895.0         0.000         0.000              0.000         0.000
            896.0         0.000         0.000              0.000         0.000
            897.0         0.000         0.000              0.000         0.000
            898.0         0.000         0.000              0.000         0.000
            899.0         0.000         0.000              0.000         0.000
            900.0         0.000         0.000              0.000         0.000
            901.0         0.000         0.000              0.000         0.000
            902.0         0.000         0.000              0.000         0.000
            903.0         0.000         0.000              0.000         0.000
            904.0         0.000         0.000              0.000         0.000
            905.0         0.000         0.000              0.000         0.000
            906.0         0.000         0.000              0.000         0.000
            907.0         0.000         0.000              0.000         0.000
            908.0         0.000         0.000              0.000         0.000
            909.0         0.000         0.000              0.000         0.000
            910.0         0.000         0.000              0.000         0.000
            911.0         0.000         0.000              0.000         0.000
            912.0         0.000         0.000              0.000         0.000
            913.0         0.000         0.000              0.000         0.000
